"","water_year","month","TimePeriod","position","Node","Species","Life_Stage","Hydraulic","bottom_type","Low","Medium","High","Suitability_Class"
"1",NA,NA,"critical","LOB","11101250","Willow","Seedling","Shear","Soft",0,1,72,"High"
"2",NA,NA,"critical","MC","11101250","Willow","Seedling","Shear","Soft",0,9,105,"High"
"3",NA,NA,"critical","ROB","11101250","Willow","Seedling","Shear","Soft",0,1,91,"High"
"4",NA,NA,"critical","LOB","F300","Willow","Seedling","Shear","Soft",0,1,118,"High"
"5",NA,NA,"critical","MC","F300","Willow","Seedling","Shear","Soft",0,1,0,"Low"
"6",NA,NA,"critical","ROB","F300","Willow","Seedling","Shear","Soft",0,1,118,"High"
"7",NA,NA,"critical","MC","F319","Willow","Seedling","Shear","Concrete",0,11,0,"Partial"
"8",NA,NA,"critical","MC","F34D","Willow","Seedling","Shear","Concrete",0,1,0,"Low"
"9",NA,NA,"critical","MC","F37BHigh","Willow","Seedling","Shear","Soft",0,1,45,"High"
"10",NA,NA,"critical","LOB","F37BLow","Willow","Seedling","Shear","Soft",0,56,3,"Low"
"11",NA,NA,"critical","MC","F37BLow","Willow","Seedling","Shear","Soft",0,102,58,"High"
"12",NA,NA,"critical","ROB","F37BLow","Willow","Seedling","Shear","Soft",0,80,92,"High"
"13",NA,NA,"critical","MC","F45B","Willow","Seedling","Shear","Concrete",0,3,78,"High"
"14",NA,NA,"critical","LOB","F57C","Willow","Seedling","Shear","Soft",83,119,0,"Partial"
"15",NA,NA,"critical","MC","F57C","Willow","Seedling","Shear","Soft",89,122,0,"Partial"
"16",NA,NA,"critical","ROB","F57C","Willow","Seedling","Shear","Soft",50,83,122,"High"
"17",NA,NA,"critical","LOB","GLEN","Willow","Seedling","Shear","Soft",49,103,0,"Partial"
"18",NA,NA,"critical","MC","GLEN","Willow","Seedling","Shear","Soft",34,76,0,"Partial"
"19",NA,NA,"critical","ROB","GLEN","Willow","Seedling","Shear","Soft",33,88,0,"Partial"
"20",NA,NA,"critical","MC","LA1","Willow","Seedling","Shear","Concrete",0,13,0,"Partial"
"21",NA,NA,"critical","LOB","LA11","Willow","Seedling","Shear","Soft",22,0,134,"High"
"22",NA,NA,"critical","MC","LA11","Willow","Seedling","Shear","Soft",57,7,0,"Partial"
"23",NA,NA,"critical","ROB","LA11","Willow","Seedling","Shear","Soft",22,71,123,"High"
"24",NA,NA,"critical","MC","LA13","Willow","Seedling","Shear","Concrete",0,0,1,"Low"
"25",NA,NA,"critical","LOB","LA14","Willow","Seedling","Shear","Soft",0,151,0,"Low"
"26",NA,NA,"critical","MC","LA14","Willow","Seedling","Shear","Soft",77,0,122,"High"
"27",NA,NA,"critical","ROB","LA14","Willow","Seedling","Shear","Soft",111,0,0,"Partial"
"28",NA,NA,"critical","LOB","LA2","Willow","Seedling","Shear","Soft",0,7,101,"High"
"29",NA,NA,"critical","MC","LA2","Willow","Seedling","Shear","Soft",6,27,123,"High"
"30",NA,NA,"critical","ROB","LA2","Willow","Seedling","Shear","Soft",0,7,117,"High"
"31",NA,NA,"critical","LOB","LA20","Willow","Seedling","Shear","Soft",0,1,115,"High"
"32",NA,NA,"critical","MC","LA20","Willow","Seedling","Shear","Soft",0,1,127,"High"
"33",NA,NA,"critical","ROB","LA20","Willow","Seedling","Shear","Soft",0,1,116,"High"
"34",NA,NA,"critical","LOB","LA202","Willow","Seedling","Shear","Soft",85,85,85,"High"
"35",NA,NA,"critical","MC","LA202","Willow","Seedling","Shear","Soft",0,0,0,"Low"
"36",NA,NA,"critical","ROB","LA202","Willow","Seedling","Shear","Soft",49,56,69,"High"
"37",NA,NA,"critical","LOB","LA3","Willow","Seedling","Shear","Soft",0,11,134,"High"
"38",NA,NA,"critical","MC","LA3","Willow","Seedling","Shear","Soft",0,27,0,"Low"
"39",NA,NA,"critical","ROB","LA3","Willow","Seedling","Shear","Soft",0,13,11,"Partial"
"40",NA,NA,"critical","LOB","LA8","Willow","Seedling","Shear","Soft",0,1,0,"Low"
"41",NA,NA,"critical","MC","LA8","Willow","Seedling","Shear","Soft",0,1,0,"Low"
"42",NA,NA,"critical","ROB","LA8","Willow","Seedling","Shear","Soft",0,1,144,"High"
